fingerprint,llm_score,llm_label,is_relevant,model,prompt_version
0e66e604839517d2ac2d93434f886b9ddcacbb1619b9d3d82163c1adaba32a5f,0.5,正向,true,codex,sentiment-v1
0e671fe91d908c3ba011932d7d038c4d70f5a4c8ebc0abf49e548d540b6222e2,0.0,中性,true,codex,sentiment-v1
0e6a69c0c3ef5b10c6f36186c6bfa02243f1d3c31348bd01ddb146c358ce2dd2,0.4,正向,true,codex,sentiment-v1
0e6f9e5e2578f56c9296e45f3da6f12047ce46eb3e6d962bbe6a0bd6cc1a7a1b,0.4,正向,true,codex,sentiment-v1
0e7197ddbb9c8cb6558112e683133bbc16cf2a19f27b9c1346ca6a6d3b6c0835,-0.5,負向,true,codex,sentiment-v1
0e7267029e524a838dfa3baddfc117937c9ecfee685270c9ae0dbb8f74e4ba8d,0.6,正向,true,codex,sentiment-v1
0e72673d7362e597258362ea33d11d2f0f9294d3d730ee0133998ad4b3f1b84f,-0.4,負向,true,codex,sentiment-v1
0e73f132abb99e0f9c05822d27169d414a63237b93953cbce3c618941ab0415a,,中性,false,codex,sentiment-v1
0e73f617661add49c92ccad5eeaa2219a446f0b8bbc1693839512f6a499ba893,0.4,正向,true,codex,sentiment-v1
0e74b14554099b3c61c18c0b026e6458e6e499989a3aaeb36fd333ffd1b662b5,0.3,正向,true,codex,sentiment-v1
0e74d3d5fb1cf6fd68e3ade12e9a93695f4806ee4f5c81d42261c866bc9a835d,,中性,false,codex,sentiment-v1
0e762aaaecf7daf92a15049af652df265b41a72678cd12af90db38a3830333d1,-0.5,負向,true,codex,sentiment-v1
0e784319e39902a2a82f99504fa86e935a34ab55d69596ed05f765bd8850925f,0.4,正向,true,codex,sentiment-v1
0e7c320aa14f626e726341a06eaf5903d036c27ab713ab48e810c37a1985b712,-0.7,負向,true,codex,sentiment-v1
0e7ed73794d54f243b95585c794a429e6b7d6e717cd42eb877008fdc3589bf61,,中性,false,codex,sentiment-v1
0e7f26b1ef1809ec0d7a992c62e7065e8bd0fac93d5b50e90c4854878b49f917,-0.9,負向,true,codex,sentiment-v1
0e7f6b566bc03d45cebd2cdf6cd21817bf5a2b669e7fe6a1982b5d99a98afe52,0.6,正向,true,codex,sentiment-v1
0e854c6975b37efab62a644814d149d379ee741f8ec5e22498ba7c1ba8897838,,中性,false,codex,sentiment-v1
0e88ad89eb47dda12338ca7f8c776ea65e5c04452b34dc9e06a1488af4031263,0.0,中性,true,codex,sentiment-v1
0e8994208f79708fa8ed17f7263e03471965a6133d5e748ca6fee590eb9daaf3,,中性,false,codex,sentiment-v1
0e8a6080818b7586df4ccf1cd79b3feb61c65307f993be82788eb97da332215a,-0.7,負向,true,codex,sentiment-v1
0e8bd5489d790c5d167668c0e009792e12cca744c9b86f2e046b164b42b7c01a,0.0,中性,true,codex,sentiment-v1
0e8c52070949edfdf43e555d7fd81f522cf4a0134fddfa00c7dea8e44db0d870,,中性,false,codex,sentiment-v1
0e90901a4077f15c04853bf5920fb28fdaead5ef2d789aa8efce6e03bf0193d0,0.3,正向,true,codex,sentiment-v1
0e90a8def37832e57e716d2f849664957719dfb4649c5c916b7b0d1a76316080,0.3,正向,true,codex,sentiment-v1
0e9155003be35fd28c988c6dfeabf1c999c7a0e976ba247ec103b96fdcf812f9,,中性,false,codex,sentiment-v1
0e920529a68113c9ddc50c14621002dc7965328449e4442805541f4aae38fa4b,,中性,false,codex,sentiment-v1
0e9528520f3ebd80459237098231b9cc9f5e82633c9db8926c41afe7de379e98,,中性,false,codex,sentiment-v1
0e953b77cf9dfe6006993b15f98002cfbbf60e47dc34c732f60ed8ce3fc5c1be,-0.3,負向,true,codex,sentiment-v1
0e95fdac9fe5d1df49c46e3981dd3640f03ee3080f0597511d02e0d16e8ba617,0.0,中性,true,codex,sentiment-v1
0e97d7ee69b843f55ee98d959c651a6334e8ebb10c82b79912672c762e1b7d7f,-0.4,負向,true,codex,sentiment-v1
0e99457d2ce724389b4de9457396fe1a5cfd94ca21222366dc19d0f1fa682938,,中性,false,codex,sentiment-v1
0e9df4ab94b40fb3fc9d7176244567f1170c4d760c2a298ead599b59d6cb1087,,中性,false,codex,sentiment-v1
0e9fc4b43d72f6a51b7cbf00ee2e56880dc2949ac5a849215b8a609c539eda98,0.7,正向,true,codex,sentiment-v1
0ea1d50eeea768e45e12a179a94e39d0a5ebca2d97d936e7ddcbb41aa44ab744,-0.6,負向,true,codex,sentiment-v1
0ea23a793563fac855e6e31712418a76ac80f308e7a2c5be443d0fbc8b778527,-0.4,負向,true,codex,sentiment-v1
0ea28b1f7c1b9b7231900a020534ea4ff92d98c0baa927d7a5dd3debdf9e80af,0.1,中性,true,codex,sentiment-v1
0ea2ad70aab316a1d8aa1bccd35785b75e93cbef7635bb72668789db0750c7fb,-0.2,負向,true,codex,sentiment-v1
0ea31adc4af4e902774fb7bb8e3efccc3a34e2618e57cd5aabb5b34f88c9e0da,-0.55,負向,true,codex,sentiment-v1
0ea31c8aeaab98b800009d793fc224d4c183edbcaa26b3d6bad246dd97d6d64e,,中性,false,codex,sentiment-v1
0ea5603565c1fd774d5da3a99a47e5da17130a984acd38f6c4f0acc196cb5b5a,-0.7,負向,true,codex,sentiment-v1
0ea596951ffa7e003ec4310d1a010147f5949febdcd3c22943496ad733f5eefb,0.0,中性,true,codex,sentiment-v1
0ea5f05f216fc2905b5a836364cf221dfed415802b6660f4325ec420b05dc294,0.7,正向,true,codex,sentiment-v1
0ea649a1284635a145fbb458ce1f3994c0bd6e86e03be84800722dfccc47f772,0.5,正向,true,codex,sentiment-v1
0ea6a68cfd17b17ea3cb4cd20dde22eb7c70471823e3e356518b2821f5093159,-0.9,負向,true,codex,sentiment-v1
0ea76fdb33f924ce31e8d11768eb231ad1e1ba29ec8c8980b164a2f9c3dac805,-0.6,負向,true,codex,sentiment-v1
0ea87d783162264f293756c368d8755f93650e325ad1552700066f9ad7e1b4c3,,中性,false,codex,sentiment-v1
0ea9b8b8ddd38b7e475c0bf63cb2e3bd78292af097a93b37ba93eb16567aa2fb,-0.55,負向,true,codex,sentiment-v1
0eac629ca73eb122323c71b573ec4536accd821a4bfdb2eaa2603f89bb6c52bb,0.5,正向,true,codex,sentiment-v1
0eafd3936f557d21e422ee67df8828827a53ecacf791282ba7db18b1073ce382,0.5,正向,true,codex,sentiment-v1
0eafd7d7cc33796011ee8302b0e92244882e784de005e0590b2d47b27fc7b457,0.4,正向,true,codex,sentiment-v1
0eb2aa363b2056a7cabba2ca736fe71e720673fda8630b7f70c843ee3e556969,,中性,false,codex,sentiment-v1
0eb3b8fc96da819030372089342af5d05da7241e55883388d0c5644d81e50e3d,-0.45,負向,true,codex,sentiment-v1
0eb4f5aa6aecc83a921c0a69955abed1fed87bf5c8fb46bd9f01404731fd1508,,中性,false,codex,sentiment-v1
0eb55fcb6a074b21200be3fe01e413273d1c730059deaa3f00af4a7d4a36dbbe,-0.7,負向,true,codex,sentiment-v1
0eb56135232bc5fee95f0d71b694f982f60f0715e5c9775a7e96fc48e093e51e,-0.6,負向,true,codex,sentiment-v1
0eb562a2a213a8deb1572a5064688b448356fcf5515bd7dbac8b291993fdc753,,中性,false,codex,sentiment-v1
0eb6a0e1af9085c181ada76c0183e5d8e833e44d76c8aa035d35afbfed8dff52,,中性,false,codex,sentiment-v1
0eb75761b0f40e68cc712521730630be5ce2f71122037c3ec0d2d3c8a2acdb1c,,中性,false,codex,sentiment-v1
0eb7eb633a9cb4b41cd387bd237d89a314f46b6eaa1d345d1714754d04fad7e7,-0.5,負向,true,codex,sentiment-v1
0eb85be9a7bc7050c89e20b0476b30d20c048fd8f12b47fbe9a694c958463f7f,-0.5,負向,true,codex,sentiment-v1
0eba7f75648a285e3288ff9cae4232b92c49d183cbd522881bc5cbf83aa1f6a9,0.0,中性,true,codex,sentiment-v1
0ebc932996e91f16dc9e760a2b38be9e6fac0d8f6b0754a3afae2902c5f3cabd,,中性,false,codex,sentiment-v1
0ebce9156e93cb41698a34eb745997c9aeebc19576b4d747bd587395f0f54b10,,中性,false,codex,sentiment-v1
0ebd6239349ddb9ea61de6ecf809ccbaabbca78439823cfac17ff21af52d19c5,0.0,中性,true,codex,sentiment-v1
0ebdc57d7c141c90f9c75627ec78f1e5648e71c43a765e46ecb078f55e9d3f1e,-0.8,負向,true,codex,sentiment-v1
0ebeb92a471315a6d7aa3fd8decb80225b6db4891c1e3a369403a17939bd1afd,0.5,正向,true,codex,sentiment-v1
0ebf1a1352e78fa8b093cb2b6ab3c7b038010b6c69d825a4628e9679b5d44d2f,-0.4,負向,true,codex,sentiment-v1
0ec2ff86a0485a27d6f59ee29791c3ceb33bcece43ad3a1c9ecf7931370f4985,0.3,正向,true,codex,sentiment-v1
0ec3e873f3ec4c169aa5ec005917497970ad4dcbf0f1c89ce4a266274b750baf,0.0,中性,true,codex,sentiment-v1
0ec52adbd6b9f82700bf6940d5e42494406764f221e9c9c17e5bbf23d6e7117a,-0.5,負向,true,codex,sentiment-v1
0ec5848e7cf6b0b22b6ae1766d955ad8f304ba3914f3f0a6e88e5280ae1fb5d2,,中性,false,codex,sentiment-v1
0ec5e33c8d72edb1f92f0d1b761c8a14345bf65c29e3a37b75712301f8e845ba,0.7,正向,true,codex,sentiment-v1
0ecd5c87a48f174a8c958728cc7f6fc2c48a78c57a780d16ab169e1a5a38874f,0.5,正向,true,codex,sentiment-v1
0ece2bba31d6af3009ec2a0c64d37562ff98c75f97deb647a1a4d5ed4d228530,,中性,false,codex,sentiment-v1
0ed43d60305d117da999fef40f6480bf00036160ffe33347cf3b5d93da20b6da,-0.5,負向,true,codex,sentiment-v1
0ed87d1aa01c8643f23fde9dfac4fee3168acb2d5e37ca9623bc62a8d875504e,,中性,false,codex,sentiment-v1
0ed9daf7761901986a5c16e390226e29e0532832961ff6e2ea7c7ee86b6ce5f5,,中性,false,codex,sentiment-v1
0eda0db5f56990fa97e386656419df92c6abb2a1be7b340589e3a6e8bbf91bc6,-0.7,負向,true,codex,sentiment-v1
0ee272e0de92aff40d92f31e001ebd65fe25262d58348884c5fb5fd6d9a28691,-0.7,負向,true,codex,sentiment-v1
0ee37acf3b87d74e79935c84f10b882f23f0bbaa85240aa57ba9c01d23848a2a,,中性,false,codex,sentiment-v1
0ee4372d5e5177d455a44ea6a7a614f71aba9c4af4902c41192717641ee4e67e,0.0,中性,true,codex,sentiment-v1
0ee50aa6d36c2a105395c99daaa3cdb00a3ef118091973569d099fca46ea7ff8,0.0,中性,true,codex,sentiment-v1
0ee96eb504933cd461a72a65aa1a283c5d2f56a0e223b8e191cda65a3c6a2512,-0.55,負向,true,codex,sentiment-v1
0eed0fdbff72819dd39c4667dd523459f1bee8ee179bd9dfe1c4ca99dac9a0a9,-0.6,負向,true,codex,sentiment-v1
0eee63d118eaed5ca290ee2499fdc79792b3602d81da22b5fa5096885ddc7aac,,中性,false,codex,sentiment-v1
0eeeb3cff8e4a91a019ca2c3e710c75a91e4ab7cb5e7534657b97f63f9819999,,中性,false,codex,sentiment-v1
0ef0df3eb062afd4cec491efc32ecd6c861b750cd1df30ef8e7f0ac5710ebdf5,0.6,正向,true,codex,sentiment-v1
0ef26cc4b3b2f1a9bff642204a6a7e795294e311eac0a12d9729651e64e118f2,0.2,正向,true,codex,sentiment-v1
0ef3850378e9cd9116f7ecd35e1f977ffb03d930cb4631a8b5991d40223a93a0,,中性,false,codex,sentiment-v1
0ef392b18312507a500a4276ebf95dd6ba8e38b5b52102391d9a8c49ca3e131c,0.5,正向,true,codex,sentiment-v1
0ef41f35724c6df5110ac275a237c5b840ccc6f3191577afc5a7fbfb6c53fcea,0.4,正向,true,codex,sentiment-v1
0efa4e43f34a00f433f409bcccaf9cfa496d30dd5bed2741d4bd54bbda8339f5,,中性,false,codex,sentiment-v1
0efa6fc757d5e0cb55719e8f6b39c41b10e9fe1fb87aeed3cad63dd52efe5ab0,0.1,中性,true,codex,sentiment-v1
0efaa1889750ab65e46b2e38379c2137d4d561f0c21a158686b8620bcd5ac0d0,,中性,false,codex,sentiment-v1
0efbfa7675b66fed3537df44518eb9adc457fe11aea199ff3eb8dee166a4952a,,中性,false,codex,sentiment-v1
0eff4007723561c7ea97a09b803f6c334f8c75de2307ba4637d1b76a4df4a7d8,0.5,正向,true,codex,sentiment-v1
0f003437b5447483dcd77823f248081479cea9db85449ae2da28227d549a5a9d,-0.5,負向,true,codex,sentiment-v1
0f006a479b9bf0dd4a88caab989df19e6028e73385ce03e8cefe04623cca008f,-0.4,負向,true,codex,sentiment-v1
0f02370feb4f45028aedcbadcdc3345764379783ae9f526d59a344a0476a828c,0.7,正向,true,codex,sentiment-v1
0f0259becee75eeebb9d9abcf2fce1ecf07b0f2a27a8daff59330f086eaa1773,0.4,正向,true,codex,sentiment-v1
0f03112a89709e915fefd4d5b1e6202cd524dd80a90f686028696abfbc16595e,0.0,中性,true,codex,sentiment-v1
0f03aad19a02eb88c5764cf2b904169098b5d9ff99a3157fdfff3985b972f7bd,-0.5,負向,true,codex,sentiment-v1
0f04e1c6b8a4edb5f315fcb9e049c2afb938e55ba622cbf8ab0d1b08b825a230,,中性,false,codex,sentiment-v1
0f06b73706430b7149f8c7c09fa81a4210897551b4f6752424261632344680b6,0.3,正向,true,codex,sentiment-v1
0f071c5db96541bf3490ff158f14c47f2ea94e64cee9d2114fc1bb7955ce92ca,-0.7,負向,true,codex,sentiment-v1
0f07c4626eee08e62411b77e96737468dce85f92d89e00ccd810a66cfa61273a,,中性,false,codex,sentiment-v1
0f080753c62b4b20f7779a5fc4b87387a77354b6fbc8feb96951fe29d9e10b18,,中性,false,codex,sentiment-v1
0f09c14c24fd51bb4dcba46f26c3873c690ed6bf8ff96e52629c0548df2e61e8,0.7,正向,true,codex,sentiment-v1
0f0b2f69c6795e195b057ba6b0fab082002a7d5467a1f3affd8fe34f058870c1,,中性,false,codex,sentiment-v1
0f108eaf1e2271f38b1ede200e5e3e3f9856f236f0bae7549651e96d11449e1b,-0.55,負向,true,codex,sentiment-v1
0f116ceddb7b8143588320c2896eed9be18517379053c150d4555820ceac77bc,0.3,正向,true,codex,sentiment-v1
0f1253d3e4efbbfc3d79349569bf67d86e47ef634b9726281596e54e3661bc6b,-0.9,負向,true,codex,sentiment-v1
0f13be311c77964db7c8c4fdf61eb65a2a2f1dd2d57bd11608610744bcde44e2,0.6,正向,true,codex,sentiment-v1
0f1480e6a61080b62964d0fcc578a73ca8496bafc6c52d1393cdfb50956bd8ea,,中性,false,codex,sentiment-v1
0f1491434e9fca6fcb95bda1a7aadfaef4c9ac14eb5f24a08cd9b7f1d77caf64,,中性,false,codex,sentiment-v1
0f1546029f1e8ac3530f63e216214903712e054d4a075c7a316dbc17ae5c987c,0.2,正向,true,codex,sentiment-v1
0f1591b738baba36e4c194929611856e815a321dc236d7222b199fe053e97e87,-0.4,負向,true,codex,sentiment-v1
0f16d5a97aca08a0ae47b89d00495a47c37daff694b73eaed10704844f47d9b8,,中性,false,codex,sentiment-v1
0f1a099b4f47e2c7c02ed041d506bcbe6697eedae4a854b831cb5a59170f104a,-0.3,負向,true,codex,sentiment-v1
0f1a149c265bbecdce4a7e2963df64b895dcc9ad0b6bd7fdc328daa8e1e6847a,-0.9,負向,true,codex,sentiment-v1
0f1aa351b96692d3e88c20f43dcf828977a769f0cd2a3ff60a0f85ae4950c301,-0.3,負向,true,codex,sentiment-v1
0f1ad14c4cd81304bd31986f9fd06b47244c75bff8f7cf77a079ee4ebd2699b8,0.6,正向,true,codex,sentiment-v1
0f1b48283135e755da77b218002502cf8e758d5f4f60ced47355c61ddfa50182,0.6,正向,true,codex,sentiment-v1
0f1cc7ddeda59837bf22ca95731f6fb64005420347643606b7240386bbbc8918,0.8,正向,true,codex,sentiment-v1
0f1fbcb06dc659179d707ebb3240f8bc18e70d1be12b811829cc6e21af6f3b96,-0.4,負向,true,codex,sentiment-v1
0f20958456af3e5a9143715fe90c9426e6f3844b91852806553a38c5f7004067,0.4,正向,true,codex,sentiment-v1
0f22157a01508d391407e0224f37ff091f70182f2a6d6ff2abdf090ff9985859,0.5,正向,true,codex,sentiment-v1
0f2357eb9fc48a762bd5fb5eefa023fbaf8ae1da9433258491522bd84e8492bb,-0.4,負向,true,codex,sentiment-v1
0f28099b7dfa0e93cef3c27b87c770381e98ce6761b98b6b4b4a4361b99fbf03,-0.4,負向,true,codex,sentiment-v1
0f2c5cebb3192dccc44ed22eb9a9164edd88511fdd0e09574624f0f0b98c3a87,-0.4,負向,true,codex,sentiment-v1
0f2c8f88ddf157c1ff28557b07eb056454e5b3221fbc038db8edb27b6e2543eb,0.5,正向,true,codex,sentiment-v1
0f2f5492060b8491e2f884337c8debafa5c0a9523e7d2f8c5c2007711d2e4932,0.7,正向,true,codex,sentiment-v1
0f308f3f4fc0435659ec1c3782959f06b04c3abf6e31677205d35dfbf32be8a1,0.8,正向,true,codex,sentiment-v1
0f35b239ba772e968c340b5f0410a5a56f7f77f32658fe686dc816851d09b344,,中性,false,codex,sentiment-v1
0f35cef53a7323eee4c20d3674a7753352243abd8d207395f01ae73be64ba6b5,-0.4,負向,true,codex,sentiment-v1
0f35d1b013897508be0b0d262a853e453a65131afb9a67abf4eabdbc56b53591,,中性,false,codex,sentiment-v1
0f37b0b86a298bf3da3c094ca6dc6482be552f2f989d22eb7382275a1e51bc73,,中性,false,codex,sentiment-v1
0f3903e42d94a17b07315e68e4d3b298952e2d6845ff8fd4136ddb99f4a0579f,0.0,中性,true,codex,sentiment-v1
0f3c6dd02ad1d107528202ae045c59e92ce818807f756e2a4ed46b20279fa27b,-0.6,負向,true,codex,sentiment-v1
0f3c72659f69f6663afa78bc9795380ee380d6be9755b28aa39098e942ef73a3,-0.5,負向,true,codex,sentiment-v1
0f3d0e44917b569f51b6d6bf1b9e020d7fc394f1886cb2ae1dde03885bf04734,0.4,正向,true,codex,sentiment-v1
0f3d4558d46f989ba8ab0cb50c496f588088536cdbd0bd022d317580e17109fd,,中性,false,codex,sentiment-v1
0f3dc362c17bbc6859fab16fbaca247d1041b09c1021494f8043aa1387d1f85d,0.25,正向,true,codex,sentiment-v1
0f3e957513b9fb3683567f4aa8de9986f3b3a6a705d1c4f79d49c87bfd790bff,-0.7,負向,true,codex,sentiment-v1
0f45a79442627559b2b0428c20d1ed628aa41b6d84add9b668d798a984d5f35b,0.0,中性,true,codex,sentiment-v1
0f462342cca9d1d27468c0f7b8b151179cbd07e5d994bffa4416c956b9fca63a,0.0,中性,true,codex,sentiment-v1
0f47b8f0fc91698f4440eb8f49f1f35db3e1e7b2d4253990d4b63812b89333e7,-0.3,負向,true,codex,sentiment-v1
0f50a5b61f18b987b902caac0ebd6ae2f49bc7bb134031b755fc11b88c860984,0.6,正向,true,codex,sentiment-v1
0f51531888070a65a0ffe48b888f24f5a071553bba26cf4635f885ae838f697a,0.4,正向,true,codex,sentiment-v1
0f516e4d68594e9a0c1654ed695c61b8047e23f6ebc27fabadcaf45e65ce4bee,,中性,false,codex,sentiment-v1
0f5656d801c36e9050cd7a6fe4cf9b39d5781e4b6a6223ee72add9b401237efb,0.8,正向,true,codex,sentiment-v1
0f58092d398d3a71833d59c6ad0bb1a36f4359198c934d3352521bbf97aeac61,,中性,false,codex,sentiment-v1
0f59355a6aac4cec8b9efd3c6665a3573b0b3938bf077af8d995f9a34439a339,,中性,false,codex,sentiment-v1
0f59fd147125665d6778dd23029352657fc3af4b6ef212ed819e7c98cec8ba0c,0.3,正向,true,codex,sentiment-v1
0f5a2878891130cc2a239c76b149b37fc60a102c7f2df34c758a1f4aea0dff44,-0.4,負向,true,codex,sentiment-v1
0f5aa024b1405b74f13a3c1a7f63baff7666ff9e92ae47426f9f1f3e0994d63f,,中性,false,codex,sentiment-v1
0f5ab90b3ad1774ecec565b06bfee209916611b5e824f90a33df5bf31919983d,-0.7,負向,true,codex,sentiment-v1
0f5d5a67144f655342f7df3f3679a050198562d49b862482d5b5e189186767e3,-0.7,負向,true,codex,sentiment-v1
0f5d66600705c8682335eb122fdb34513b82c4c8f319199ff0f7094395c4eca0,0.7,正向,true,codex,sentiment-v1
0f5f49ef8921fef6d22ff56b02c7b060ded8a06201bf71e5ba754835773300c0,0.3,正向,true,codex,sentiment-v1
0f602312a958bd80d3c282aad8fdddee38f16db04ef0690b1ddea2965d6b416a,-0.3,負向,true,codex,sentiment-v1
0f61a441700c3457e7a9a7e61fe23df5ebf5709ab3a24b3db28ec0305402d420,-0.5,負向,true,codex,sentiment-v1
0f624cef2f2911eb62dfc3c0d78606530fa7c57bb5fc9caa6a7e7ded249667fd,-0.5,負向,true,codex,sentiment-v1
0f638df4069342b810a4a903aea25754d0b555a015690c4644c7d1a586d3601a,-0.6,負向,true,codex,sentiment-v1
0f65e62523e84146730f82761ff7cf10f81c5f7710948c710c2eaf128ef5ba92,,中性,false,codex,sentiment-v1
0f679a0d89cb9479be2d4ca8a50b92c7f1ed1d14f355b555356f4894d9fb5fff,,中性,false,codex,sentiment-v1
0f68307d16a89d9184e9521f060f346d77a16492051fc2dee9eef69e9e5c2f99,,中性,false,codex,sentiment-v1
0f68401fe7f4f73287acbd72e5c4d64132ee3257ae2094d38eaa7f728cca4357,-0.8,負向,true,codex,sentiment-v1
0f686200d2f2e164c47557bb7bf0e44390904de200828edeb048109be59e4c9a,,中性,false,codex,sentiment-v1
0f697c4a5caadcc4c059f537eca122c5d18db5d782f237db9220defb3f433e1b,,中性,false,codex,sentiment-v1
0f6bc7bd5f377a986b0e56d3e23d877ddba5ff02984d9f8577c2b35c57a8df82,,中性,false,codex,sentiment-v1
0f6db4c2cdcd9210af310e95802de4eca38c401e1e357c9a64a7553ae8f0e5f6,-0.7,負向,true,codex,sentiment-v1
0f714cb166a6297713818a6c4675cf748e8a0842ccaab7c350df7988a2d3264e,0.0,中性,true,codex,sentiment-v1
0f71595ea68945cebaffab443fa5eb56dbaf9c1f754e97ca4408d8df8dd383d7,0.8,正向,true,codex,sentiment-v1
0f7298be1353fdf772655cbe1847e9006cf4ff1fba98c55c1605449b5d13bd0a,,中性,false,codex,sentiment-v1
0f72e6524e0fb233c6a42feb16b17e50c76583df500d9863225e2455ebe4d81b,0.4,正向,true,codex,sentiment-v1
0f733a921c8e888d9f0582af37f96d07f0a151d39eebb4c769ff4ab9e0e401e4,-0.8,負向,true,codex,sentiment-v1
0f74517c66665759ec75854d408f91ef65ec846088d9929d9b53b0ea09be6603,0.6,正向,true,codex,sentiment-v1
0f7470530101e99ce132faaa6eff4e71bf61103c62fec6dfbeb92d9d442dabd2,,中性,false,codex,sentiment-v1
0f7574b7ba9c741143981eb547a3a408503efc52f77e5614d4e14dfc5e3fe9bf,0.7,正向,true,codex,sentiment-v1
0f76fc6683187cfad610963fe53e4d68520ab4776cbe13ddd992b1a27e77899b,0.7,正向,true,codex,sentiment-v1
0f7778b4171faa483ede730abd0d48f6b1d13f08787642f104e69fd7cc17cd75,-0.5,負向,true,codex,sentiment-v1
0f77ac10eeda6fb87aef76cb625239042196c76130ebd9196f9c71853efa4da5,,中性,false,codex,sentiment-v1
0f7cbfd7c30b583a533880ec33e5da12d3bf770fbcfb3d56f91cd1f17cbf66b7,-0.6,負向,true,codex,sentiment-v1
0f7dff28e4d8a17076b84347d692143b347b894fd18e9b7ac37fda20474e671e,0.0,中性,true,codex,sentiment-v1
0f7e4b2a0b2d61f3a90fa4bc9283b0d98fb83f681745f6e2968d6766692163e1,,中性,false,codex,sentiment-v1
0f7f71bcfbb8c7a7d62474a4c97593607a5d804217391cb9f19e50ddb3e64560,,中性,false,codex,sentiment-v1
0f812ff63579727184e6288a97d6132d54c3c28edd386a83b76803b28dab71de,0.0,中性,true,codex,sentiment-v1
0f822bc01253028272d56e05894977bf3727f374252e79cb028fc4969a938364,,中性,false,codex,sentiment-v1
0f83069f9c33f6fbb69fde79f0941a47aff9f63b3000353340f4acd79aa7087b,0.7,正向,true,codex,sentiment-v1
0f83cf8ffe3a503696cb68aee116119191d1adc66cac1edb7e2a6cbdfe8b3745,,中性,false,codex,sentiment-v1
0f844a7b027c3a826d34042755b08a0fb21b45c4029c0fc0a65c20b85befd292,0.0,中性,true,codex,sentiment-v1
0f859ac585609b9cbe6daa64be54d267d65f6b6ce3aabbc9bc5b61e1bc637169,0.6,正向,true,codex,sentiment-v1
0f86cbef6a1f874bd0f887c9a7080402cd091624529d729886360a1801e05c70,-0.1,中性,true,codex,sentiment-v1
0f8a0e04a3c4b0b0d0014fe540aa5059c707f47fd290c905feb5db5c852b10b6,0.6,正向,true,codex,sentiment-v1
0f8b4864cf3685c9e87631d87fd7d3c6212c731eae7d1c630ba5415754c096ac,,中性,false,codex,sentiment-v1
0f8be70f9bf44e1af862b8ff8a8be7641f8f6f9fe271f568d82895215aefc2d3,-0.6,負向,true,codex,sentiment-v1
0f8ec0d2f0b2d2fe9680afc00e67edec4e230a2fc27a5150f5768f5590f5fa36,0.0,中性,true,codex,sentiment-v1
0f92475d351b7b4c00e7217da67f73f7cb5d28c408e6f6379cccb620a2667dc9,-0.8,負向,true,codex,sentiment-v1
0f979d43f8f5a14252b034b6b794f68d703e78084c2a704d5c395aaa826af7a6,-0.8,負向,true,codex,sentiment-v1
0f97c23a001350a3c95c27e5f04ba715bcd99c082ca1c83dee99b1241b95e989,0.1,中性,true,codex,sentiment-v1
0f98ed21c3870bcca97f15dbdc6dbe5b1e2ff01308190dfc8d5ac9437b2e9d91,0.3,正向,true,codex,sentiment-v1
0f99f3840f5f5f6f060cf066f75f3a93904b8d108714673ef05ad2015445a19f,-0.5,負向,true,codex,sentiment-v1
0f9c93c258f1b115517367f0dc75ff6dd00105d4335d35a46284e304347e0d6d,,中性,false,codex,sentiment-v1
0f9d493aa452f7b4ee7885f5249b5367c03d6e30479f0069bf21465468cc9dc0,,中性,false,codex,sentiment-v1
0f9e1294445063add159dfb10b1827ef4a2e51f65181c5f7450e275972965552,0.3,正向,true,codex,sentiment-v1
0f9f945f164fbf2d33e3cb6876e466170b042b8e2a48052ba17b611c265df95c,-0.4,負向,true,codex,sentiment-v1
0fa11725639eebd2f2e934d32e98cdfeb770a86fa98c484b76feeb1b7e51bbe1,0.7,正向,true,codex,sentiment-v1
0fa2a113ce62bdf64a2545287cc05745e8eb89ef8e59b9d6c32bc3768178b726,-0.6,負向,true,codex,sentiment-v1
0fa3f8b604da8806c6acae831c7f32ed18f59d0f2fbf3b2f7539e8ecdf54a149,,中性,false,codex,sentiment-v1
0fa470ffbf50a278db37604d440dd428a9c9fc8a6e02513fe1c0dab92ac09144,-0.5,負向,true,codex,sentiment-v1
0fa4dd1dc0b3881fd122064ca4dfb071971afce44c621c624d326d03f8a1962b,,中性,false,codex,sentiment-v1
0fa8500a9856c990293783a794ad7a3b308fcce65e1bceefe8c47984a1761b41,,中性,false,codex,sentiment-v1
0fa896fc6e0cd29bdc3befcc737e36dfe3541490c648e6f44f763cdda9e10490,,中性,false,codex,sentiment-v1
0fa9ebe69ec5442caa4704d8cec23a95b6159ac1733059a2550d30cc343ddcea,0.4,正向,true,codex,sentiment-v1
0faa728f0ca4b7e32c09584b74ddb33e83f5fed347d04b51435f1236c9596c0c,-0.6,負向,true,codex,sentiment-v1
0fabf176f3c87a425916493d36abc1261838d3f5a95609e6123813706ee569a5,,中性,false,codex,sentiment-v1
0fac1e1ac8e0c4e7b6bb9a489daad361a3a0cc876e6200a61d548724f8da6828,-0.8,負向,true,codex,sentiment-v1
0fadd2ef6b2c594e72915fe70f4fb9ea7fd80226b55ea5505646a28efedb4a1c,,中性,false,codex,sentiment-v1
0fae9d19d3673b314b2c30ebf91c049186b7960c87050aa7579a67d5ed28c529,0.4,正向,true,codex,sentiment-v1
0faec5451a1aae231decb48603ff40646bbd0c50c2a1740315d802e3b14595d1,,中性,false,codex,sentiment-v1
