fingerprint,rewrite,source_text,verdict,model,prompt_version
f3e8eb868420f6806079b86ff6f34d739866d268a0719e323a8cd81296d9c819,價格偏高,但就是有一點太貴了 所以有扣分。,grounded,gpt-5.6-luna,grounding-v1
f4e50b835fbd71de37e93ab574b7962a6614d36241f09a6ea2c73067e730cb1b,標示7%卻喝不出酒感,說有7趴倒是沒感覺。,grounded,gpt-5.6-luna,grounding-v1
f50b86efd1ba07f91de9b5d5362ff2c99c9da914688cf73f6e7b6d9774a83186,每層都有奶油,吃起來不會膩。,ungrounded,gpt-5.6-luna,grounding-v1
f8be6f1aaa16e20894cffbde1e00fca88176958f2aa28abb5cd610daad2775cc,份量小且價格高,超小超貴,grounded,gpt-5.6-luna,grounding-v1
f9c2f3974c21d11563fd2cc06dfd573c018f1aac26886fac9becfab87718c3a5,梅子蕃茄果昔值得試試,果昔可以喝喝看 確實挺不錯的,grounded,gpt-5.6-luna,grounding-v1
fa9232cce727d253dfcbad2962cbbd445e93b1fec0b6fcbdbb922c426320cfb2,吃起來偏甜,"今天終於買到,但覺得好甜,就還可以",grounded,gpt-5.6-luna,grounding-v1
fb1e4416427d0d004109985be0b73f7128195c331e42d3635005fc894f11bb75,企鵝造型很醜,太醜了吧XD,grounded,gpt-5.6-luna,grounding-v1
fc38336689c0668da069debf20c30298cf5896c2bc698ff2a6eac9c3604d1397,起司更多、重量更重,我吃沒有拔絲但是口味喜歡,ungrounded,gpt-5.6-luna,grounding-v1
fd3a4fda9b91b01c94d89931bc10c8e15d7d0cc018286a1953a7dfe112a287fc,香蕉牛奶風味符合預期，甜度較低,"吃起來就是差不多想像中的味道。
只是7-11的甜度似乎沒那麼高。",grounded,gpt-5.6-luna,grounding-v1
fd6a028dd6acb2c80bc26b1d0d24729de7d15a24a31b551d7fd0bfcd06fcbab1,內容物不值249元,是不是賣不掉啊,ungrounded,gpt-5.6-luna,grounding-v1
fe5391e747f3cdcfe0183b361222e219315db395615061083a23d2b04002bac9,份量少又貴，打折仍不划算,"就這麼一點點料 要賣您99元。
乞丐時光65折也要64元。
不如爪蛙咖哩跟佛蒙特咖哩 咖哩好歹還有肉塊。",grounded,gpt-5.6-luna,grounding-v1
ff71e18fb01e159e7c705da5a43693c7aa7d4cb1df46c9d9b765c06be38fee85,熱量高,好肥,grounded,gpt-5.6-luna,grounding-v1
